Player,Age,Tm,G,GS,MP_per_game,FG_per_game,FGA_per_game,FG%_per_game,3P_per_game,3PA_per_game,3P%_per_game,2P_per_game,2PA_per_game,2P%_per_game,eFG%_per_game,FT_per_game,FTA_per_game,FT%_per_game,ORB_per_game,DRB_per_game,TRB_per_game,AST_per_game,STL_per_game,BLK_per_game,TOV_per_game,PF_per_game,PTS_per_game,Season S-1,PER_advanced,TS%_advanced,3PAr_advanced,FTr_advanced,ORB%_advanced,DRB%_advanced,TRB%_advanced,AST%_advanced,STL%_advanced,BLK%_advanced,TOV%_advanced,USG%_advanced,OWS_advanced,DWS_advanced,WS_advanced,WS/48_advanced,OBPM_advanced,DBPM_advanced,BPM_advanced,VORP_advanced,MP_totals,FG_totals,FGA_totals,FG%_totals,3P_totals,3PA_totals,3P%_totals,2P_totals,2PA_totals,2P%_totals,eFG%_totals,FT_totals,FTA_totals,FT%_totals,ORB_totals,DRB_totals,TRB_totals,AST_totals,STL_totals,BLK_totals,TOV_totals,PF_totals,PTS_totals,Salary S,Salary S-1,Cap Maximum S,Cap Maximum S-1,% of Cap S-1,% of Cap S,C,PF,PG,SF,SG
Cam Reddish,21,ATL,26,21,28.8,3.7,10.1,0.365,1.3,4.8,0.262,2.4,5.3,0.46,0.428,2.6,3.2,0.817,0.8,3.2,4,1.3,1.3,0.3,1.3,2.6,11.2,2020-21,9.3,0.488,0.479,0.312,3.3,11.7,7.6,6.5,2.2,1.1,10.2,19.3,-0.3,0.7,0.4,0.026,-3.3,0.1,-3.2,-0.2,750,96,263,0.365,33,126,0.262,63,137,0.46,0.428,67,82,0.817,22,82,104,35,33,9,34,68,292,4.67016,4.458,123.655,112.414,3.965698223,3.776766002,0,0,0,1,0
Paul Reed,21,PHI,26,0,6.8,1.6,3,0.538,0,0.2,0,1.6,2.8,0.583,0.538,0.2,0.3,0.5,1.2,1.2,2.3,0.5,0.4,0.5,0.5,1.1,3.4,2020-21,21.2,0.54,0.077,0.103,19,18.9,19,11,2.7,6.6,12.8,22.7,0.2,0.4,0.6,0.162,-1.8,0.8,-1,0,177,42,78,0.538,0,6,0,42,72,0.583,0.538,4,8,0.5,30,31,61,12,10,13,12,29,88,1.517981,0.609128,123.655,112.414,0.541861334,1.227593708,0,1,0,0,0
Naz Reid,21,MIN,70,15,19.2,4.3,8.3,0.523,0.9,2.5,0.351,3.5,5.8,0.597,0.576,1.6,2.4,0.693,1.2,3.4,4.6,1,0.5,1.1,1,2.6,11.2,2020-21,18.2,0.599,0.299,0.286,6.4,20,12.9,8.7,1.2,4.9,9.5,22.5,1.9,1.3,3.2,0.113,-0.1,-0.2,-0.2,0.6,1347,304,581,0.523,61,174,0.351,243,407,0.597,0.576,115,166,0.693,82,240,322,72,34,76,69,179,784,1.782621,1.517981,123.655,112.414,1.350348711,1.441608508,1,0,0,0,0
Nick Richards,23,CHO,18,0,3.5,0.2,0.5,0.444,0,0.1,0,0.2,0.4,0.5,0.444,0.4,0.6,0.636,0.2,0.4,0.6,0.1,0,0,0.2,0.4,0.8,2020-21,5.5,0.542,0.111,1.222,6.8,12.2,9.5,4.2,0,0,17.8,11.5,0,0,0,0.026,-5.9,-2.1,-8,-0.1,63,4,9,0.444,0,1,0,4,8,0.5,0.444,7,11,0.636,4,7,11,2,0,0,3,7,15,1.517981,1,123.655,112.414,0.889568915,1.227593708,0,1,0,0,0
Josh Richardson,27,DAL,59,56,30.3,4.5,10.5,0.427,1.5,4.5,0.33,3,5.9,0.501,0.498,1.7,1.8,0.917,0.9,2.4,3.3,2.6,1,0.4,1.3,2.2,12.1,2020-21,11.9,0.537,0.432,0.175,3.2,8.8,6,12.1,1.7,1.2,10.6,18.4,1,1.4,2.4,0.066,-1.5,-0.2,-1.7,0.1,1790,264,618,0.427,88,267,0.33,176,351,0.501,0.498,99,108,0.917,51,144,195,153,61,24,79,130,715,11.615328,10.865952,123.655,112.414,9.66601313,9.393334681,0,0,0,0,1
Grant Riller,23,CHO,7,0,3.9,1.1,1.7,0.667,0.3,0.6,0.5,0.9,1.1,0.75,0.75,0,0,0,0,0.1,0.1,0.4,0.1,0,0.1,0,2.6,2020-21,23.6,0.75,0.333,0,0,4.1,2,20.9,1.8,0,7.7,20.7,0.1,0,0.1,0.177,4.6,0.5,5.1,0,27,8,12,0.667,2,4,0.5,6,8,0.75,0.75,0,0,0,0,1,1,3,1,0,1,0,18,0.162186,0.449115,123.655,112.414,0.399518743,0.131160082,0,0,1,0,0
Austin Rivers,28,DEN,36,7,23.5,2.9,6.8,0.424,1.5,4.1,0.369,1.4,2.7,0.51,0.537,0.6,0.9,0.71,0.2,2.1,2.3,2.3,0.8,0.1,1,1.8,7.9,2020-21,9.9,0.551,0.608,0.127,1.1,9.6,5.4,13.2,1.8,0.2,12.2,15.4,0.4,0.9,1.3,0.072,-2.2,0.3,-1.9,0,845,104,245,0.424,55,149,0.369,49,96,0.51,0.537,22,31,0.71,8,74,82,81,30,2,36,64,285,2.401537,3.929049,123.655,112.414,3.495159856,1.942126885,0,0,0,0,1
Duncan Robinson,26,MIA,72,72,31.4,4.4,10,0.439,3.5,8.5,0.408,0.9,1.4,0.625,0.614,0.9,1,0.827,0.1,3.4,3.5,1.8,0.6,0.3,1.1,2.5,13.1,2020-21,11,0.628,0.855,0.105,0.4,12.1,6.3,8.3,0.9,0.9,9.7,16.6,1.9,1.8,3.7,0.079,-0.2,-0.8,-1,0.6,2262,315,717,0.439,250,613,0.408,65,104,0.625,0.614,62,75,0.827,7,243,250,127,43,20,81,181,942,15.65,1.663861,123.655,112.414,1.480119024,12.6561805,0,0,0,1,0
Justin Robinson,23,OKC,9,0,9.8,0.8,2.3,0.333,0.4,1.6,0.286,0.3,0.8,0.429,0.429,0.3,0.6,0.6,0.1,0.7,0.8,1,0.3,0,0.2,1.1,2.3,2020-21,6,0.453,0.667,0.238,1.2,7.2,4.1,14.1,1.6,0,7.9,12.2,0,0,0,0.021,-5.8,-1,-6.8,-0.1,88,7,21,0.333,4,14,0.286,3,7,0.429,0.429,3,5,0.6,1,6,7,9,3,0,2,10,21,0.265953,0.19804,123.655,112.414,0.176170228,0.215076624,0,0,1,0,0
Mitchell Robinson,22,NYK,31,29,27.5,3.7,5.7,0.653,0,0,0,3.7,5.7,0.653,0.653,0.8,1.7,0.491,3.6,4.5,8.1,0.5,1.1,1.5,0.8,2.8,8.3,2020-21,17.7,0.642,0,0.301,14.5,17.5,16,2.9,2.1,5,11.5,11.8,1.8,1.7,3.4,0.192,-0.3,1.5,1.2,0.7,853,115,176,0.653,0,0,0,115,176,0.653,0.653,26,53,0.491,113,139,252,17,35,45,26,86,256,1.802057,1.663861,123.655,112.414,1.480119024,1.457326432,1,0,0,0,0
Isaiah Roby,22,OKC,61,34,23.4,3.4,7,0.483,0.5,1.8,0.294,2.9,5.2,0.547,0.52,1.4,1.9,0.744,1.5,4.1,5.6,1.8,0.9,0.6,1.9,2.7,8.7,2020-21,11.9,0.555,0.254,0.273,6.4,18.6,12.4,11.4,1.7,2.3,19,17.7,-0.3,1.5,1.3,0.043,-3.7,0.4,-3.3,-0.5,1425,207,429,0.483,32,109,0.294,175,320,0.547,0.52,87,117,0.744,89,252,341,107,52,37,113,162,533,1.782621,1.517981,123.655,112.414,1.350348711,1.441608508,0,1,0,0,0
Rajon Rondo,34,LAC,45,3,17.1,2.1,4.8,0.442,0.8,2,0.404,1.3,2.8,0.468,0.526,0.4,0.4,0.941,0.4,2,2.4,4.4,0.8,0.1,1.8,1.2,5.4,2020-21,13.2,0.544,0.414,0.079,2.7,12.9,7.9,35.3,2.4,0.5,26.2,17.2,0.5,0.8,1.3,0.081,-0.5,0.3,-0.2,0.4,770,95,215,0.442,36,89,0.404,59,126,0.468,0.526,16,17,0.941,18,92,110,199,37,4,79,53,242,7.5,7.5,123.655,112.414,6.671766862,6.065262222,0,0,1,0,0
Derrick Rose,32,NYK,50,3,25.6,5.7,12.2,0.47,1,2.6,0.388,4.7,9.6,0.492,0.511,2.2,2.5,0.866,0.4,2.2,2.6,4.2,1,0.4,1.6,1.1,14.7,2020-21,18.3,0.55,0.211,0.208,1.7,9.3,5.5,28,1.9,1.4,10.5,25.8,1.6,1.6,3.1,0.118,1.6,0.3,1.9,1.3,1279,287,611,0.47,50,129,0.388,237,482,0.492,0.511,110,127,0.866,20,110,130,209,49,19,78,56,734,13.44512,7.682926,123.655,112.414,6.834492145,10.87309045,0,0,1,0,0
Terrence Ross,29,ORL,46,2,29.3,5.5,13.4,0.412,1.9,5.7,0.337,3.6,7.7,0.469,0.485,2.6,3,0.87,0.3,3.1,3.4,2.3,1,0.5,1.6,1.9,15.6,2020-21,13.2,0.53,0.429,0.224,1.1,11.4,6.1,13.2,1.7,1.4,9.9,24.1,-0.1,1,0.9,0.03,-1.4,-0.8,-2.3,-0.1,1347,254,616,0.412,89,264,0.337,165,352,0.469,0.485,120,138,0.87,15,143,158,108,47,21,74,88,717,12.5,13.5,123.655,112.414,12.00918035,10.10877037,0,0,0,0,1
Terry Rozier,26,CHO,69,69,34.5,7.4,16.4,0.45,3.2,8.3,0.389,4.2,8.2,0.512,0.548,2.4,2.9,0.817,0.7,3.7,4.4,4.2,1.3,0.4,1.9,1.7,20.4,2020-21,17.1,0.575,0.504,0.178,2.1,11.8,6.9,20,1.8,1.1,9.5,24.4,3.3,2,5.2,0.105,2.2,-0.5,1.6,2.2,2383,510,1134,0.45,222,571,0.389,288,563,0.512,0.548,165,202,0.817,47,255,302,293,87,26,128,119,1407,17.905263,18.9,123.655,112.414,16.81285249,14.48001537,0,0,0,0,1
Ricky Rubio,30,MIN,68,51,26.1,2.8,7.3,0.388,1,3.1,0.308,1.9,4.2,0.447,0.454,1.9,2.2,0.867,0.4,2.9,3.3,6.4,1.4,0.1,1.6,2,8.6,2020-21,13.5,0.516,0.43,0.301,1.6,12.4,6.8,33.3,2.6,0.2,16.4,16,1.9,1.3,3.1,0.085,-1.9,0,-1.9,0,1772,193,498,0.388,66,214,0.308,127,284,0.447,0.454,130,150,0.867,28,195,223,433,98,4,111,139,582,17.8,17,123.655,112.414,15.12267155,14.39488901,0,0,1,0,0
D'Angelo Russell,24,MIN,42,26,28.5,6.7,15.5,0.431,2.9,7.4,0.387,3.8,8.1,0.471,0.523,2.7,3.5,0.765,0.4,2.3,2.6,5.8,1.1,0.4,2.7,1.6,19,2020-21,17.6,0.555,0.475,0.229,1.4,8.9,5,33.6,1.8,1.3,13.5,29.1,1,0.6,1.6,0.063,3.3,-1.7,1.6,1.1,1196,281,652,0.431,120,310,0.387,161,342,0.471,0.523,114,149,0.765,16,95,111,244,45,18,112,68,796,30.0135,28.64925,123.655,112.414,25.48548224,24.27196636,0,0,1,0,0
Domantas Sabonis,24,IND,62,62,36,7.8,14.6,0.535,0.8,2.6,0.321,7,12,0.582,0.564,3.9,5.3,0.732,2.4,9.5,12,6.7,1.2,0.5,3.4,3.3,20.3,2020-21,20.6,0.601,0.179,0.363,7.3,28.6,18,27.5,1.6,1.2,16.9,24.1,4,3,6.9,0.149,2.3,1.6,3.8,3.3,2231,484,904,0.535,52,162,0.321,432,742,0.582,0.564,240,328,0.732,150,592,742,415,76,33,213,203,1260,18.5,19.8,123.655,112.414,17.61346452,14.96098015,0,1,0,0,0
Luka Samanic,21,SAS,33,4,9.3,1.4,3.2,0.448,0.4,1.3,0.279,1.1,1.9,0.565,0.505,0.5,0.9,0.552,0.5,1.6,2.1,0.5,0.2,0.2,0.6,1.3,3.7,2020-21,9.8,0.518,0.41,0.276,5.4,18.3,11.7,6.9,1.3,2.2,14.5,19.5,-0.2,0.3,0.1,0.015,-4.2,-0.7,-4.9,-0.2,308,47,105,0.448,12,43,0.279,35,62,0.565,0.505,16,29,0.552,16,52,68,15,8,8,20,43,122,3.355239,2.82432,123.655,112.414,2.512427278,2.713387247,0,1,0,0,0
Dario Saric,26,PHO,50,4,17.4,3.1,6.8,0.447,0.9,2.7,0.348,2.1,4.1,0.512,0.516,1.7,2,0.848,0.9,2.9,3.8,1.3,0.6,0.1,1.1,1.9,8.7,2020-21,14.3,0.567,0.395,0.289,6.1,18.4,12.4,10.4,1.7,0.4,12.9,22.6,0.7,1,1.7,0.093,-1.4,-0.6,-2,0,871,153,342,0.447,47,135,0.348,106,207,0.512,0.516,84,99,0.848,46,144,190,65,30,4,57,95,437,8.51,9.25,123.655,112.414,8.228512463,6.882050867,1,0,0,0,0
Tomas Satoransky,29,CHI,58,18,22.5,2.9,5.7,0.514,0.7,2,0.356,2.2,3.6,0.602,0.578,1.2,1.4,0.848,0.5,1.9,2.4,4.7,0.7,0.2,1.7,1.5,7.7,2020-21,13.8,0.614,0.359,0.24,2.6,9.4,6,27.9,1.5,0.9,20.9,15.2,1.9,1.1,3.1,0.113,-0.6,0.1,-0.5,0.5,1307,169,329,0.514,42,118,0.356,127,211,0.602,0.578,67,79,0.848,30,112,142,271,40,14,96,89,447,10,10,123.655,112.414,8.895689149,8.087016295,0,0,0,0,1
Jay Scrubb,20,LAC,4,1,21,3.5,9,0.389,0.5,2.3,0.222,3,6.8,0.444,0.417,1.3,1.3,1,0.5,3,3.5,0.3,1,0,1.8,1.3,8.8,2020-21,6.3,0.458,0.25,0.139,2.8,15.6,9.4,1.7,2.4,0,15.5,23.8,-0.2,0.1,-0.1,-0.072,-8.1,-2.8,-10.9,-0.2,84,14,36,0.389,2,9,0.222,12,27,0.444,0.417,5,5,1,2,12,14,1,4,0,7,5,35,0.462629,0.449115,123.655,112.414,0.399518743,0.374128826,0,0,0,0,1
Collin Sexton,22,CLE,60,60,35.3,8.8,18.4,0.475,1.6,4.4,0.371,7.1,14,0.508,0.519,5.2,6.4,0.815,1,2.2,3.1,4.4,1,0.2,2.8,2.6,24.3,2020-21,18,0.573,0.239,0.347,3,7,4.9,22.6,1.4,0.4,11.6,29.7,2.6,0.9,3.5,0.08,1.8,-1.9,-0.2,1,2115,525,1105,0.475,98,264,0.371,427,841,0.508,0.519,312,383,0.815,58,129,187,262,62,10,167,157,1460,6.349671,4.99188,123.655,112.414,4.440621275,5.134989285,0,0,0,0,1
Landry Shamet,23,BRK,61,12,23,3,7.5,0.408,2.1,5.5,0.387,0.9,2,0.463,0.549,1.1,1.3,0.846,0.2,1.7,1.8,1.6,0.5,0.2,0.8,1.5,9.3,2020-21,10.3,0.578,0.73,0.171,0.9,7.6,4.4,9.3,1.1,0.6,8.9,16.7,1.2,0.6,1.8,0.063,-1,-1.5,-2.4,-0.2,1403,186,456,0.408,129,333,0.387,57,123,0.463,0.549,66,78,0.846,11,101,112,99,31,10,48,93,567,3.768342,2.09004,123.655,112.414,1.859234615,3.047464316,0,0,0,0,1
Pascal Siakam,26,TOR,56,56,35.8,7.8,17.2,0.455,1.3,4.4,0.297,6.5,12.8,0.509,0.493,4.4,5.4,0.827,1.7,5.5,7.2,4.5,1.1,0.7,2.3,3.1,21.4,2020-21,17.7,0.547,0.256,0.313,5,17.6,11.1,20.5,1.5,1.8,10.6,26.3,2.3,2,4.2,0.101,1,-0.3,0.8,1.4,2006,437,961,0.455,73,246,0.297,364,715,0.509,0.493,249,301,0.827,95,310,405,250,64,37,130,174,1196,33.003936,30.5592,123.655,112.414,27.18451438,26.69033682,0,1,0,0,0
Chris Silva,24,SAC,15,0,6.1,0.7,1.1,0.625,0.1,0.1,1,0.6,1,0.6,0.656,0.7,1,0.733,0.5,1.3,1.8,0.4,0.1,0.4,0.7,1.6,2.1,2020-21,11.5,0.708,0.063,0.938,8.9,24.4,16.8,9.3,0.5,6.6,30.7,15.9,0.1,0.1,0.2,0.101,-6.7,1.1,-5.5,-0.1,92,10,16,0.625,1,1,1,9,15,0.6,0.656,11,15,0.733,7,20,27,6,1,6,10,24,32,0.47965,1.517981,123.655,112.414,1.350348711,0.387893737,0,1,0,0,0
Ben Simmons,24,PHI,58,58,32.4,5.6,10.1,0.557,0.1,0.2,0.3,5.6,9.9,0.562,0.56,3,4.9,0.613,1.6,5.6,7.2,6.9,1.6,0.6,3,2.9,14.3,2020-21,18.3,0.584,0.017,0.492,5.6,18.7,12.2,31.3,2.4,1.7,19.6,20.2,2.7,3.3,6,0.153,0.7,2.2,2.9,2.3,1877,325,583,0.557,3,10,0.3,322,573,0.562,0.56,176,287,0.613,93,324,417,401,93,35,173,171,829,33.003936,30.5592,123.655,112.414,27.18451438,26.69033682,0,0,1,0,0
Anfernee Simons,21,POR,64,0,17.3,2.6,6.3,0.419,1.9,4.4,0.426,0.8,1.9,0.403,0.569,0.7,0.9,0.807,0.2,2,2.2,1.4,0.3,0.1,0.7,1.5,7.8,2020-21,12.3,0.589,0.703,0.142,1.3,12.5,6.8,11.4,0.8,0.6,9.2,18.3,1.5,0.3,1.8,0.078,0.6,-1.6,-1,0.3,1104,168,401,0.419,120,282,0.426,48,119,0.403,0.569,46,57,0.807,14,126,140,89,18,8,43,96,502,3.938818,2.25204,123.655,112.414,2.003344779,3.185328535,0,0,0,0,1
Deividas Sirvydis,20,DET,20,0,6.7,0.7,2,0.35,0.5,1.4,0.357,0.2,0.6,0.333,0.475,0.2,0.3,0.5,0,1.5,1.5,0.3,0.1,0,0.3,0.5,2.1,2020-21,5.7,0.481,0.7,0.15,0,24.5,12.1,5.4,0.7,0,10.5,15.7,-0.1,0.1,0,-0.01,-4.2,-1.2,-5.4,-0.1,133,14,40,0.35,10,28,0.357,4,12,0.333,0.475,3,6,0.5,0,29,29,5,2,0,5,9,41,1.603559,0.89831,123.655,112.414,0.799108652,1.296800776,0,0,0,0,1
Marcus Smart,26,BOS,48,45,32.9,4.2,10.6,0.398,1.9,5.9,0.33,2.3,4.8,0.482,0.489,2.7,3.4,0.79,0.8,2.7,3.5,5.7,1.5,0.5,2,2.6,13.1,2020-21,13.8,0.539,0.553,0.318,2.5,9.3,5.9,23.6,2.2,1.4,14.2,18.4,1.8,1.5,3.3,0.1,-0.4,0.2,-0.3,0.7,1581,203,510,0.398,93,282,0.33,110,228,0.482,0.489,128,162,0.79,36,131,167,273,72,23,96,126,627,13.839285,12.946428,123.655,112.414,11.51673991,11.19185233,0,0,1,0,0
Dennis Smith,23,DET,23,9,18.3,2.5,6.3,0.4,0.8,2.5,0.328,1.7,3.8,0.448,0.466,0.8,1.1,0.731,0.5,1.9,2.4,3.3,1,0.6,1.1,1.6,6.7,2020-21,13.6,0.492,0.4,0.179,3.1,11.5,7.3,27.8,2.7,2.9,14.3,19,0.1,0.5,0.6,0.07,-1.1,1.5,0.4,0.3,420,58,145,0.4,19,58,0.328,39,87,0.448,0.466,19,26,0.731,12,43,55,77,23,14,26,37,154,1.789256,5.686677,123.655,112.414,5.058691088,1.446974243,0,0,1,0,0
Jalen Smith,20,PHO,27,1,5.8,0.8,1.9,0.44,0.1,0.6,0.235,0.7,1.2,0.545,0.48,0.2,0.3,0.714,0.3,1.1,1.4,0.1,0,0.2,0.3,0.6,2,2020-21,8.4,0.499,0.34,0.14,5.2,21.4,13.4,3.4,0.3,2.9,11.7,17.1,-0.1,0.2,0.1,0.022,-4.8,-1.3,-6.1,-0.2,156,22,50,0.44,4,17,0.235,18,33,0.545,0.48,5,7,0.714,7,30,37,4,1,5,7,16,53,4.458,4.24572,123.655,112.414,3.776860533,3.605191864,0,1,0,0,0
Tony Snell,29,ATL,47,23,21.1,1.9,3.6,0.515,1.3,2.3,0.569,0.6,1.3,0.419,0.696,0.2,0.2,1,0.4,2,2.4,1.3,0.3,0.2,0.4,1.6,5.3,2020-21,9.5,0.708,0.637,0.064,2,10.2,6.2,7.9,0.6,1,10.7,8.6,1.6,0.5,2,0.099,-0.4,-0.1,-0.5,0.4,992,88,171,0.515,62,109,0.569,26,62,0.419,0.696,11,11,1,18,94,112,59,13,11,21,75,249,2.389641,12.178571,123.655,112.414,10.83367819,1.932506571,0,0,0,0,1
Cassius Stanley,21,IND,24,0,3.9,0.5,1.8,0.302,0.1,0.5,0.231,0.4,1.3,0.333,0.337,0.3,0.4,0.778,0.3,0.5,0.8,0,0,0.1,0,0.6,1.5,2020-21,5.5,0.383,0.302,0.209,9.4,13.9,11.7,1.4,0.5,1.7,2.1,22,-0.2,0.1,-0.1,-0.05,-7.2,-4,-11.2,-0.2,93,13,43,0.302,3,13,0.231,10,30,0.333,0.337,7,9,0.778,8,12,20,1,1,2,1,14,36,0.256734,0.47069,123.655,112.414,0.418711193,0.207621204,0,0,0,0,1
Lamar Stevens,23,CLE,40,0,12.5,1.6,3.4,0.456,0.1,0.6,0.16,1.5,2.8,0.523,0.471,0.9,1.3,0.725,0.6,1.8,2.4,0.6,0.4,0.3,0.6,1.3,4.1,2020-21,10.5,0.521,0.184,0.375,5.3,16.6,10.8,7.4,1.7,2.3,12.7,15.8,0,0.5,0.4,0.043,-4.2,0,-4.2,-0.3,499,62,136,0.456,4,25,0.16,58,111,0.523,0.471,37,51,0.725,24,72,96,25,17,13,23,53,165,1.517981,1,123.655,112.414,0.889568915,1.227593708,0,1,0,0,0
Isaiah Stewart,19,DET,68,14,21.4,3.3,6,0.553,0.3,0.9,0.333,3,5.1,0.592,0.578,0.9,1.4,0.696,2.3,4.3,6.7,0.9,0.6,1.3,1,2.7,7.9,2020-21,16.4,0.597,0.154,0.225,12,22.7,17.3,6.3,1.3,5.2,13,15.5,1.9,2.1,4,0.132,-1.6,0.5,-1.1,0.3,1455,226,409,0.553,21,63,0.333,205,346,0.592,0.578,64,92,0.696,159,294,453,59,39,86,67,184,537,3.27708,3.12108,123.655,112.414,2.776415749,2.650179936,1,0,0,0,0
Max Strus,24,MIA,39,0,13,2.2,4.8,0.455,1.3,3.8,0.338,0.9,1,0.897,0.588,0.4,0.6,0.667,0.1,0.9,1.1,0.6,0.3,0.1,0.2,1.1,6.1,2020-21,12.1,0.597,0.791,0.128,1.1,8,4.6,7.3,1.1,0.4,3.9,18.3,0.6,0.3,0.9,0.088,-0.5,-1.7,-2.2,0,507,85,187,0.455,50,148,0.338,35,39,0.897,0.588,16,24,0.667,5,36,41,24,11,2,8,43,236,1.669178,0.647098,123.655,112.414,0.575638266,1.349866969,0,0,0,1,0
Edmond Sumner,25,IND,53,24,16.2,2.8,5.3,0.525,0.7,1.7,0.398,2.1,3.7,0.582,0.587,1.3,1.6,0.819,0.3,1.4,1.8,0.9,0.6,0.2,1,1.7,7.5,2020-21,12.7,0.626,0.312,0.294,2.3,9.5,5.9,7.9,1.8,0.9,13.8,18.3,0.7,0.7,1.4,0.077,-2.3,-0.5,-2.8,-0.2,861,148,282,0.525,35,88,0.398,113,194,0.582,0.587,68,83,0.819,18,76,94,49,33,10,51,88,399,2.32,2.16,123.655,112.414,1.921468856,1.876187781,0,0,0,0,1
Jae'Sean Tate,25,HOU,70,58,29.2,4.5,8.9,0.506,0.9,2.8,0.308,3.7,6.1,0.595,0.554,1.5,2.1,0.694,1.9,3.5,5.3,2.5,1.2,0.5,1.4,3.2,11.3,2020-21,13.8,0.576,0.312,0.235,6.6,13.2,9.8,13.2,2,1.6,12.4,16.4,2.2,1.6,3.8,0.088,-1.6,0.3,-1.4,0.3,2043,316,625,0.506,60,195,0.308,256,430,0.595,0.554,102,147,0.694,132,242,374,178,85,36,98,222,794,1.517981,1.445697,123.655,112.414,1.286047112,1.227593708,0,0,0,1,0
Jayson Tatum,22,BOS,64,64,35.8,9.5,20.6,0.459,2.9,7.6,0.386,6.5,13,0.502,0.53,4.6,5.3,0.868,0.8,6.6,7.4,4.3,1.2,0.5,2.7,1.9,26.4,2020-21,21.3,0.576,0.368,0.258,2.4,20.7,11.5,20.3,1.6,1.3,10.4,30.8,4.1,2.5,6.5,0.137,4.2,-0.3,3.9,3.4,2290,605,1318,0.459,187,485,0.386,418,833,0.502,0.53,295,340,0.868,50,422,472,276,75,31,171,122,1692,28.1035,9.89712,123.655,112.414,8.804170299,22.72734625,0,0,0,1,0
Garrett Temple,34,CHI,56,25,27.3,2.8,6.8,0.415,1.2,3.6,0.335,1.6,3.2,0.503,0.503,0.7,0.9,0.8,0.5,2.3,2.9,2.2,0.8,0.5,1,2.3,7.6,2020-21,8.2,0.525,0.525,0.131,2.1,9.4,5.8,10.5,1.4,1.7,12.6,13.1,0.2,1.4,1.6,0.05,-3.3,0.3,-3.1,-0.4,1528,158,381,0.415,67,200,0.335,91,181,0.503,0.503,40,50,0.8,29,131,160,124,43,30,58,126,423,4.91,4.767,123.655,112.414,4.240575017,3.970725001,0,0,0,0,1
Tyrell Terry,20,DAL,11,0,5.1,0.5,1.5,0.313,0,0.6,0,0.5,0.8,0.556,0.313,0.1,0.3,0.333,0,0.5,0.5,0.5,0.5,0,0.2,0.2,1,2020-21,6,0.318,0.438,0.188,0,11.7,5.9,14,4.4,0,10.4,15.3,-0.1,0.1,-0.1,-0.049,-7.5,2.6,-5,0,56,5,16,0.313,0,7,0,5,9,0.556,0.313,1,3,0.333,0,6,6,6,5,0,2,2,11,1.869438,1.289846,123.655,112.414,1.147406907,1.511817557,0,0,1,0,0
Daniel Theis,28,CHI,65,51,24.6,3.9,7.2,0.541,0.8,2.3,0.322,3.1,4.8,0.646,0.593,1.1,1.7,0.673,1.4,4,5.5,1.7,0.6,0.9,1,2.6,9.6,2020-21,15,0.609,0.326,0.236,6.5,18.3,12.4,9.5,1.2,3.3,11.4,15.6,2.4,1.8,4.3,0.128,-0.7,0.7,0,0.8,1601,252,466,0.541,49,152,0.322,203,314,0.646,0.593,74,110,0.673,93,263,356,108,41,57,66,167,627,8.280351,5,123.655,112.414,4.447844575,6.696333347,1,0,0,0,0
Brodric Thomas,24,CLE,32,1,12.5,1.2,3.4,0.361,0.5,1.8,0.271,0.7,1.5,0.469,0.435,1,1.4,0.674,0.3,1.4,1.7,0.9,0.5,0.3,0.7,1.3,3.9,2020-21,8,0.487,0.546,0.426,2.2,12.9,7.4,10.7,1.8,2.2,14.6,16.4,-0.3,0.3,0.1,0.006,-4.7,0.3,-4.4,-0.2,399,39,108,0.361,16,59,0.271,23,49,0.469,0.435,31,46,0.674,8,45,53,30,15,10,22,40,125,0.462629,0.412202,123.655,112.414,0.366682086,0.374128826,0,0,0,0,1
Isaiah Thomas,31,NOP,3,0,16,3,9,0.333,1,4,0.25,2,5,0.4,0.389,0.7,0.7,1,0.3,1,1.3,1.7,0.3,0,2,1,7.7,2020-21,2.4,0.412,0.444,0.074,2.3,6.8,4.5,15.1,1,0,17.7,29.7,-0.2,0,-0.2,-0.179,-7.8,-5.2,-13.1,-0.1,48,9,27,0.333,3,12,0.25,6,15,0.4,0.389,2,2,1,1,3,4,5,1,0,6,3,23,0.910926,0.159698,123.655,112.414,0.142062377,0.736667341,0,0,1,0,0
Matt Thomas,26,UTA,45,0,7.2,1.1,2.8,0.394,0.6,1.8,0.338,0.5,1,0.489,0.5,0.3,0.3,0.857,0.2,0.8,1,0.4,0.1,0,0.3,0.4,3.1,2020-21,9.1,0.522,0.63,0.11,2.3,12.2,7.3,8.6,0.6,0,9.5,19.5,0,0.2,0.2,0.031,-2.6,-2,-4.6,-0.2,326,50,127,0.394,27,80,0.338,23,47,0.489,0.5,12,14,0.857,7,37,44,19,4,0,14,18,139,1.669178,1.517981,123.655,112.414,1.350348711,1.349866969,0,0,0,0,1
Tristan Thompson,29,BOS,54,43,23.8,3.1,6,0.518,0,0.1,0,3.1,6,0.523,0.518,1.3,2.2,0.592,3.1,5,8.1,1.2,0.4,0.6,1.1,2.2,7.6,2020-21,14.2,0.54,0.009,0.368,14.5,23.5,19,7.2,0.9,2.4,14.1,14.8,1.5,1.4,2.9,0.107,-1.5,-1,-2.5,-0.2,1287,169,326,0.518,0,3,0,169,323,0.523,0.518,71,120,0.592,169,270,439,67,24,33,62,119,409,9.946611,9.258,123.655,112.414,8.235629014,8.043840524,0,1,0,0,0
