Player,Age,Tm,G,GS,MP_per_game,FG_per_game,FGA_per_game,FG%_per_game,3P_per_game,3PA_per_game,3P%_per_game,2P_per_game,2PA_per_game,2P%_per_game,eFG%_per_game,FT_per_game,FTA_per_game,FT%_per_game,ORB_per_game,DRB_per_game,TRB_per_game,AST_per_game,STL_per_game,BLK_per_game,TOV_per_game,PF_per_game,PTS_per_game,Season S-1,PER_advanced,TS%_advanced,3PAr_advanced,FTr_advanced,ORB%_advanced,DRB%_advanced,TRB%_advanced,AST%_advanced,STL%_advanced,BLK%_advanced,TOV%_advanced,USG%_advanced,OWS_advanced,DWS_advanced,WS_advanced,WS/48_advanced,OBPM_advanced,DBPM_advanced,BPM_advanced,VORP_advanced,MP_totals,FG_totals,FGA_totals,FG%_totals,3P_totals,3PA_totals,3P%_totals,2P_totals,2PA_totals,2P%_totals,eFG%_totals,FT_totals,FTA_totals,FT%_totals,ORB_totals,DRB_totals,TRB_totals,AST_totals,STL_totals,BLK_totals,TOV_totals,PF_totals,PTS_totals,Salary S,Salary S-1,Cap Maximum S,Cap Maximum S-1,% of Cap S-1,% of Cap S,C,PF,PG,SF,SG
Kendrick Nunn,25,MIA,56,44,29.5,5.7,11.8,0.485,2.2,5.7,0.381,3.5,6,0.583,0.578,1,1.1,0.933,0.4,2.8,3.2,2.6,0.9,0.3,1.4,1.9,14.6,2020-21,14.2,0.596,0.486,0.091,1.5,10.8,6.2,14.5,1.6,0.9,10.5,20.9,1.4,1.5,2.9,0.084,-0.1,-0.4,-0.5,0.6,1650,319,658,0.485,122,320,0.381,197,338,0.583,0.578,56,60,0.933,21,158,179,148,52,14,80,108,816,5,1.663861,123.655,112.414,1.480119024,4.043508148,0,0,1,0,0
Jusuf Nurkic,26,POR,37,37,23.8,4.6,9,0.514,0.3,0.8,0.4,4.3,8.2,0.525,0.532,1.9,3.1,0.619,2.3,6.6,9,3.4,1,1.1,2,2.8,11.5,2020-21,20.5,0.554,0.09,0.339,10.2,30.7,20.2,21.4,2.1,4,16,22.3,1.2,1.2,2.4,0.133,0.7,1.8,2.5,1,880,171,333,0.514,12,30,0.4,159,303,0.525,0.532,70,113,0.619,86,246,332,125,38,39,73,103,424,12,12.888889,123.655,112.414,11.465555,9.704419554,1,0,0,0,0
David Nwaba,28,HOU,30,9,22.6,3.5,7.3,0.486,0.6,2.1,0.27,3,5.2,0.574,0.525,1.6,2.3,0.691,1.3,2.6,3.9,1,1,0.7,0.6,2,9.2,2020-21,14.4,0.557,0.289,0.312,6,12.8,9.3,6.9,2.1,2.8,6.4,16.6,0.7,0.6,1.3,0.094,-1.4,0.6,-0.8,0.2,679,106,218,0.486,17,63,0.27,89,155,0.574,0.525,47,68,0.691,40,78,118,31,30,21,17,60,276,4.65,1.824003,123.655,112.414,1.622576369,3.760462577,0,0,0,1,0
Jordan Nwora,22,MIL,30,2,9.1,2.1,4.5,0.459,0.9,2.1,0.452,1.1,2.4,0.466,0.563,0.6,0.8,0.76,0.3,1.7,2,0.2,0.5,0.2,0.8,0.7,5.7,2020-21,16.1,0.586,0.459,0.185,3.6,18.9,11.5,3.6,2.7,2.3,14.1,26,0,0.4,0.4,0.068,-0.7,-0.4,-1.1,0.1,274,62,135,0.459,28,62,0.452,34,73,0.466,0.563,19,25,0.76,9,51,60,7,16,7,24,22,171,1.517981,0.89831,123.655,112.414,0.799108652,1.227593708,0,0,0,1,0
Royce O'Neale,27,UTA,71,71,31.6,2.5,5.5,0.444,1.5,3.9,0.385,1,1.6,0.586,0.58,0.5,0.6,0.848,1.2,5.6,6.8,2.5,0.8,0.5,1.2,2.6,7,2020-21,9.9,0.599,0.706,0.117,4.4,18,11.5,10.4,1.2,1.2,16.7,9.6,2.3,3.3,5.6,0.121,-1.2,2.1,1,1.7,2241,175,394,0.444,107,278,0.385,68,116,0.586,0.58,39,46,0.848,88,397,485,181,57,32,83,182,496,8.8,8.5,123.655,112.414,7.561335777,7.11657434,0,0,0,1,0
Semi Ojeleye,26,BOS,56,15,17,1.6,3.9,0.403,1,2.8,0.367,0.6,1.1,0.492,0.534,0.4,0.6,0.75,0.6,2.1,2.6,0.7,0.3,0,0.4,1,4.6,2020-21,8.3,0.553,0.715,0.145,3.6,13.7,8.6,5.1,0.9,0,8.2,11.6,0.7,0.6,1.2,0.063,-1.7,-0.7,-2.4,-0.1,950,89,221,0.403,58,158,0.367,31,63,0.492,0.534,24,32,0.75,31,116,147,37,17,0,21,56,260,1.789256,1.75295,123.655,112.414,1.559369829,1.446974243,0,1,0,0,0
Jahlil Okafor,25,DET,27,2,12.9,2.3,3.8,0.618,0.1,0.3,0.222,2.3,3.4,0.656,0.627,0.6,0.9,0.708,0.9,1.6,2.4,0.5,0.2,0.2,0.8,1.4,5.4,2020-21,13.1,0.644,0.088,0.235,7.3,13.9,10.6,6.1,0.8,1.3,15.7,16.8,0.3,0.3,0.6,0.082,-2.5,-0.7,-3.2,-0.1,347,63,102,0.618,2,9,0.222,61,93,0.656,0.627,17,24,0.708,23,43,66,13,6,5,21,39,145,2.130023,1.882867,123.655,112.414,1.674939954,1.722553071,1,0,0,0,0
Chuma Okeke,22,ORL,45,19,25.2,3,7.2,0.417,1.1,3.1,0.348,1.9,4.1,0.47,0.492,0.7,0.9,0.75,0.9,3.1,4,2.2,1.1,0.5,0.8,1.1,7.8,2020-21,11.8,0.511,0.435,0.123,3.7,13.2,8.3,13.2,2.1,1.8,10,14.5,0.3,1,1.3,0.056,-1.9,0.5,-1.5,0.1,1133,135,324,0.417,49,141,0.348,86,183,0.47,0.492,30,40,0.75,42,139,181,101,48,22,38,48,349,3.27708,3.12108,123.655,112.414,2.776415749,2.650179936,0,1,0,0,0
Josh Okogie,22,MIN,59,37,20.3,1.7,4.3,0.402,0.5,1.8,0.269,1.2,2.5,0.5,0.459,1.4,1.8,0.769,1.1,1.6,2.6,1.1,0.9,0.5,0.7,2.1,5.4,2020-21,9.1,0.524,0.425,0.425,5.5,8.7,7.1,7,2.1,2,12.5,12.1,0.5,0.8,1.3,0.051,-3.7,0.3,-3.3,-0.4,1197,102,254,0.402,29,108,0.269,73,146,0.5,0.459,83,108,0.769,63,93,156,63,54,28,43,123,316,4.087904,2.65104,123.655,112.414,2.358282776,3.305894626,0,0,0,0,1
Onyeka Okongwu,20,ATL,50,4,12,1.9,3,0.644,0,0.1,0,1.9,2.9,0.658,0.644,0.7,1.1,0.632,1.2,2,3.3,0.4,0.5,0.7,0.6,2,4.6,2020-21,16.8,0.655,0.02,0.383,11.5,18,14.9,4.4,1.9,4.8,14.3,14.7,1.1,0.8,1.9,0.155,-2.2,0.8,-1.4,0.1,601,96,149,0.644,0,3,0,96,146,0.658,0.644,36,57,0.632,62,101,163,18,23,33,29,100,228,6.10428,5.81364,123.655,112.414,5.171633426,4.936541183,1,0,0,0,0
Isaac Okoro,20,CLE,67,67,32.4,3.5,8.3,0.42,0.9,3.2,0.29,2.6,5.1,0.501,0.476,1.7,2.3,0.726,1,2.1,3.1,1.9,0.9,0.4,1.3,2.8,9.6,2020-21,7.9,0.514,0.383,0.281,3.4,7.3,5.3,8.6,1.4,1,12,14.3,-0.1,1,0.9,0.02,-4.2,-0.9,-5.1,-1.7,2173,235,559,0.42,62,214,0.29,173,345,0.501,0.476,114,157,0.726,68,138,206,128,62,24,86,185,646,6.72072,6.40092,123.655,112.414,5.694059459,5.435057216,0,0,0,0,1
KZ Okpala,21,MIA,37,9,12.1,1,2.6,0.375,0.3,1.4,0.24,0.6,1.2,0.522,0.438,0.2,0.4,0.533,0.6,1.3,1.8,0.5,0.3,0.3,0.4,1.6,2.5,2020-21,5.2,0.448,0.521,0.156,5.5,11.8,8.7,5.8,1.1,2.6,12.8,11.9,-0.3,0.4,0.1,0.015,-6.5,-0.6,-7.1,-0.6,447,36,96,0.375,12,50,0.24,24,46,0.522,0.438,8,15,0.533,21,47,68,19,10,11,15,59,92,1.782621,1.517981,123.655,112.414,1.350348711,1.441608508,0,1,0,0,0
Victor Oladipo,28,MIA,33,33,32.7,7.1,17.5,0.408,2.4,7.2,0.326,4.8,10.2,0.466,0.476,3.2,4.2,0.754,0.4,4.5,4.8,4.6,1.4,0.4,2.5,2.5,19.8,2020-21,14.3,0.512,0.415,0.24,1.2,15.1,8,22.8,2,1.2,11.5,28.5,-0.6,1,0.4,0.017,-0.9,-0.8,-1.7,0.1,1080,235,576,0.408,78,239,0.326,157,337,0.466,0.476,104,138,0.754,12,148,160,151,46,14,83,81,652,2.389641,21,123.655,112.414,18.68094721,1.932506571,0,0,0,0,1
Cameron Oliver,24,HOU,4,0,21.8,4.8,8.3,0.576,1,3.3,0.308,3.8,5,0.75,0.636,0.3,1,0.25,1.3,4,5.3,1.3,0.5,1,0.8,2.8,10.8,2020-21,17.2,0.619,0.394,0.121,5.9,20.5,12.9,9.6,1.1,4.1,7.9,18.5,0.1,0.1,0.2,0.114,-1,-1,-2,0,87,19,33,0.576,4,13,0.308,15,20,0.75,0.636,1,4,0.25,5,16,21,5,2,4,3,11,43,0.085578,0.04307,123.655,112.414,0.038313733,0.069207068,0,0,0,1,0
Kelly Olynyk,29,HOU,70,62,28.5,4.8,10,0.484,1.8,5.3,0.342,3,4.7,0.641,0.574,2.1,2.5,0.829,1.2,5.7,7,2.9,1.1,0.6,1.8,3,13.5,2020-21,16.4,0.61,0.528,0.251,4.8,22.5,13.6,16,1.9,2.1,14,19.7,2.5,2.6,5.1,0.121,0.3,0.9,1.2,1.6,1997,337,697,0.484,126,368,0.342,211,329,0.641,0.574,145,175,0.829,87,402,489,203,79,42,126,207,945,12.195122,12.81965,123.655,112.414,11.40396214,9.862215034,1,0,0,0,0
Miye Oni,23,UTA,54,0,9.6,0.6,1.8,0.354,0.6,1.6,0.341,0.1,0.2,0.455,0.505,0.1,0.1,0.833,0.4,1.1,1.6,0.5,0.2,0.1,0.3,1.1,1.9,2020-21,6.4,0.517,0.889,0.061,4.9,11.9,8.6,6.8,1,1.2,13.6,9.8,0.2,0.7,0.9,0.081,-3,1.3,-1.7,0,519,35,99,0.354,30,88,0.341,5,11,0.455,0.505,5,6,0.833,23,61,84,28,11,8,16,61,105,0.946261,1.517981,123.655,112.414,1.350348711,0.765242813,0,0,0,0,1
Cedi Osman,25,CLE,59,26,25.6,3.7,9.9,0.374,1.7,5.5,0.306,2,4.4,0.458,0.458,1.3,1.6,0.8,0.6,2.8,3.4,2.9,0.9,0.2,1.4,2,10.4,2020-21,10.3,0.488,0.553,0.162,2.8,12.4,7.5,17.7,1.7,0.5,11.3,20.4,-0.5,1,0.5,0.014,-2.3,-0.9,-3.2,-0.5,1510,219,586,0.374,99,324,0.306,120,262,0.458,0.458,76,95,0.8,38,163,201,174,53,9,80,119,613,8.133334,8.84058,123.655,112.414,7.864305158,6.577440459,0,0,0,1,0
Daniel Oturu,21,LAC,30,0,5.4,0.7,1.7,0.423,0,0.2,0.2,0.7,1.6,0.447,0.433,0.3,0.4,0.75,0.7,0.9,1.6,0.3,0.1,0.2,0.3,0.8,1.8,2020-21,12.5,0.471,0.096,0.231,15.1,18.3,16.8,8.5,1.2,3.9,13.6,18.2,0,0.2,0.3,0.081,-4.1,-1.1,-5.2,-0.1,161,22,52,0.423,1,5,0.2,21,47,0.447,0.433,9,12,0.75,21,27,48,10,4,7,9,24,54,1.603559,0.89831,123.655,112.414,0.799108652,1.296800776,1,0,0,0,0
Kelly Oubre,25,GSW,55,50,30.7,5.8,13.2,0.439,1.6,5.2,0.316,4.1,8,0.519,0.501,2.2,3.2,0.695,1.5,4.5,6,1.3,1,0.8,1.3,2.2,15.4,2020-21,13.3,0.529,0.394,0.244,5.2,15.4,10.4,6.5,1.6,2.2,8,22.1,0,2.2,2.2,0.062,-1.4,-0.5,-1.9,0,1687,318,724,0.439,90,285,0.316,228,439,0.519,0.501,123,177,0.695,82,247,329,73,57,42,70,121,849,12,14.375,123.655,112.414,12.78755315,9.704419554,0,0,0,1,0
Jabari Parker,25,BOS,13,0,12.7,2.3,4.2,0.545,0.2,0.8,0.182,2.2,3.4,0.636,0.564,0.8,1,0.769,0.8,2.5,3.2,0.8,0.1,0.4,0.8,1,5.5,2020-21,14.7,0.593,0.2,0.236,6.7,21.8,14.2,9.9,0.3,2.8,14.1,18.5,0.2,0.1,0.3,0.089,-0.9,0,-0.9,0,165,30,55,0.545,2,11,0.182,28,44,0.636,0.564,10,13,0.769,10,32,42,11,1,5,10,13,72,1.168286,6.930729,123.655,112.414,6.165361076,0.944794792,0,1,0,0,0
Eric Paschall,24,GSW,40,2,17.4,3.7,7.5,0.497,0.5,1.4,0.333,3.3,6.1,0.533,0.527,1.7,2.4,0.713,0.7,2.5,3.2,1.3,0.3,0.2,1.1,1.7,9.5,2020-21,13.4,0.561,0.181,0.315,4.3,15.1,9.8,11.4,0.8,0.9,11.2,23.5,0.2,0.7,0.9,0.062,-1.8,-0.9,-2.7,-0.1,695,148,298,0.497,18,54,0.333,130,244,0.533,0.527,67,94,0.713,28,100,128,51,12,7,43,68,381,1.782621,1.517981,123.655,112.414,1.350348711,1.441608508,0,1,0,0,0
Patrick Patterson,31,LAC,38,5,15.3,1.9,4.3,0.436,1.1,2.9,0.357,0.8,1.4,0.604,0.558,0.3,0.4,0.765,0.5,1.5,2,0.8,0.4,0.2,0.3,1.2,5.2,2020-21,10.9,0.571,0.679,0.103,3.8,10.5,7.2,6.7,1.2,1.2,6,14,0.7,0.5,1.2,0.101,-0.4,-0.1,-0.6,0.2,582,72,165,0.436,40,112,0.357,32,53,0.604,0.558,13,17,0.765,19,56,75,29,14,8,11,45,197,0.737067,3.814771,123.655,112.414,3.393501699,0.596067284,0,1,0,0,0
Chris Paul,35,PHO,70,70,31.4,6.3,12.6,0.499,1.5,3.7,0.395,4.8,8.9,0.543,0.557,2.4,2.6,0.934,0.4,4.1,4.5,8.9,1.4,0.3,2.2,2.4,16.4,2020-21,21.4,0.599,0.294,0.206,1.3,14.5,8,40.9,2.2,0.8,14,22.6,6.5,2.7,9.2,0.201,3.5,1.1,4.6,3.6,2199,439,879,0.499,102,258,0.395,337,621,0.543,0.557,169,181,0.934,25,287,312,622,99,19,156,166,1149,30.8,41.358814,123.655,112.414,36.79151529,24.90801019,0,0,1,0,0
Cameron Payne,26,PHO,60,1,18,3.2,6.6,0.484,1.2,2.8,0.44,2,3.8,0.515,0.576,0.8,0.9,0.893,0.3,2.1,2.4,3.6,0.6,0.3,1,1.6,8.4,2020-21,17.4,0.602,0.42,0.142,1.7,13.2,7.6,28.1,1.6,1.3,12.5,19.8,2.4,1.2,3.6,0.158,2.1,1,3.1,1.4,1079,191,395,0.484,73,166,0.44,118,229,0.515,0.576,50,56,0.893,16,128,144,217,36,16,60,97,505,6.5,1.977011,123.655,112.414,1.75868753,5.256560592,0,0,1,0,0
Elfrid Payton,26,NYK,63,63,23.6,4.3,9.9,0.432,0.4,1.6,0.286,3.8,8.3,0.46,0.455,1.2,1.7,0.682,1,2.4,3.4,3.2,0.7,0.1,1.6,1.8,10.1,2020-21,11.7,0.478,0.158,0.172,4.7,11,7.9,21.6,1.6,0.6,13.3,23.2,-0.9,1.9,1,0.032,-2.9,-0.1,-3,-0.4,1484,269,622,0.432,28,98,0.286,241,524,0.46,0.455,73,107,0.682,64,152,216,203,47,9,103,116,639,2.239544,4.767,123.655,112.414,4.240575017,1.811122882,0,0,1,0,0
Gary Payton II,28,GSW,10,0,4,1,1.3,0.769,0.2,0.4,0.5,0.8,0.9,0.889,0.846,0.3,0.4,0.75,0.2,0.9,1.1,0.1,0.6,0.1,0.1,0.8,2.5,2020-21,29.2,0.847,0.308,0.308,5.4,23.6,14.6,4.1,7,2.2,6.3,16.8,0.2,0.1,0.3,0.331,1,8.2,9.2,0.1,40,10,13,0.769,2,4,0.5,8,9,0.889,0.846,3,4,0.75,2,9,11,1,6,1,1,8,25,1.669178,0.249864,123.655,112.414,0.222271247,1.349866969,0,0,1,0,0
Norvel Pelle,27,NYK,13,0,6.5,0.6,1.2,0.533,0,0,0,0.6,1.2,0.533,0.533,0.3,0.5,0.667,0.5,1,1.5,0.2,0.1,0.7,0.2,1.1,1.5,2020-21,11.6,0.567,0,0.4,8.1,16.5,12.4,3,0.6,10,14.5,10.8,0.1,0.1,0.2,0.112,-4.5,1.9,-2.6,0,84,8,15,0.533,0,0,0,8,15,0.533,0.533,4,6,0.667,6,13,19,2,1,9,3,14,20,0.19186,1.014905,123.655,112.414,0.90282794,0.155157495,1,0,0,0,0
Reggie Perry,20,BRK,26,0,8.1,1.2,3,0.41,0.2,0.8,0.19,1.1,2.2,0.491,0.436,0.4,0.5,0.769,1,1.8,2.8,0.5,0.2,0.2,0.6,1.5,3,2020-21,11,0.466,0.269,0.167,14.9,22.9,19.1,9,1.4,2.5,15.2,20.4,-0.1,0.2,0.2,0.04,-5.3,-1.4,-6.7,-0.2,211,32,78,0.41,4,21,0.19,28,57,0.491,0.436,10,13,0.769,27,46,73,14,6,6,15,40,78,0.188272,0.489148,123.655,112.414,0.435130856,0.152255873,0,1,0,0,0
Theo Pinson,25,NYK,17,0,2,0.1,0.5,0.111,0,0.5,0,0.1,0.1,1,0.111,0,0,0,0,0.3,0.3,0.1,0,0,0.1,0.2,0.1,2020-21,-8.1,0.111,0.889,0,0,15.8,8,3.7,0,0,10,13.1,-0.2,0,-0.1,-0.205,-13.2,-2.5,-15.7,-0.1,34,1,9,0.111,0,8,0,1,1,1,0.111,0,0,0,0,5,5,1,0,0,1,4,2,0.44071,0.802182,123.655,112.414,0.713596171,0.356402895,0,0,0,0,1
Mason Plumlee,30,DET,56,56,26.8,4.2,6.8,0.614,0,0.1,0,4.2,6.7,0.626,0.614,2,3,0.669,2.6,6.7,9.3,3.6,0.8,0.9,1.9,3.3,10.4,2020-21,18.7,0.638,0.018,0.444,10.6,28.1,19.3,21,1.4,2.9,18.7,16.3,3,2.1,5.1,0.164,0.2,2,2.2,1.6,1499,234,381,0.614,0,7,0,234,374,0.626,0.614,113,169,0.669,145,374,519,202,43,50,105,186,581,9.248333,8,123.655,112.414,7.116551319,7.479141968,1,0,0,0,0
Jakob Poeltl,25,SAS,69,51,26.7,3.8,6.2,0.616,0,0,0,3.8,6.2,0.616,0.616,0.9,1.8,0.508,3.2,4.8,7.9,1.9,0.7,1.8,1.2,2.5,8.6,2020-21,17.5,0.612,0,0.288,12.4,19.3,15.8,10.1,1.2,5.7,14.6,13.4,3.2,2.5,5.7,0.148,-0.5,1.2,0.8,1.3,1845,265,430,0.616,0,0,0,265,430,0.616,0.616,63,124,0.508,219,328,547,134,47,123,83,172,593,8.75,8.101852,123.655,112.414,7.207155692,7.076139258,1,0,0,0,0
Aleksej Pokusevski,19,OKC,45,28,24.2,3.1,9.1,0.341,1.3,4.6,0.28,1.8,4.5,0.403,0.412,0.7,0.9,0.738,0.7,4,4.7,2.2,0.4,0.9,2.2,1.3,8.2,2020-21,6.1,0.43,0.507,0.103,2.8,17.6,10.1,13.1,0.9,3.4,18.8,20.5,-2.9,1,-1.9,-0.084,-5.1,-1,-6.1,-1.1,1090,139,408,0.341,58,207,0.28,81,201,0.403,0.412,31,42,0.738,30,182,212,97,20,42,99,58,367,3.11316,2.96484,123.655,112.414,2.637429502,2.517617565,0,1,0,0,0
Jordan Poole,21,GSW,51,7,19.4,4,9.3,0.432,1.9,5.4,0.351,2.1,3.9,0.545,0.535,2.1,2.3,0.882,0.3,1.5,1.8,1.9,0.5,0.2,1,1.7,12,2020-21,15.1,0.581,0.582,0.251,1.6,8.2,5,15.4,1.2,0.8,8.8,25,1.1,0.9,1.9,0.094,0.7,-1.2,-0.5,0.4,988,205,474,0.432,97,276,0.351,108,198,0.545,0.535,105,119,0.882,15,77,92,99,26,9,51,86,612,2.16144,2.06328,123.655,112.414,1.835429751,1.74796005,0,0,0,0,1
Jontay Porter,21,MEM,11,0,4.9,0.7,1.4,0.533,0.3,0.7,0.375,0.5,0.6,0.714,0.633,0.3,0.5,0.6,0.4,0.9,1.3,0.1,0.3,0.1,0.6,1.1,2,2020-21,9.2,0.64,0.533,0.333,7.8,19.9,13.7,2.5,2.7,1.7,28.9,18.9,-0.1,0.1,0,0.019,-6.8,0.3,-6.5,-0.1,54,8,15,0.533,3,8,0.375,5,7,0.714,0.633,3,5,0.6,4,10,14,1,3,1,7,12,22,0.3,1.9,123.655,112.414,1.690180938,0.242610489,0,1,0,0,0
Kevin Porter,20,HOU,26,23,32.1,6,14.1,0.425,1.9,6.2,0.311,4.1,7.9,0.515,0.493,2.7,3.6,0.734,0.8,3,3.8,6.3,0.7,0.3,3.5,2.3,16.6,2020-21,12.5,0.528,0.439,0.256,2.4,10.5,6.3,31.2,1.1,0.9,18.2,25.4,-0.3,0.3,0,0,-1.1,-2.4,-3.5,-0.3,835,156,367,0.425,50,161,0.311,106,206,0.515,0.493,69,94,0.734,20,79,99,164,19,8,91,61,431,1.782621,1.717981,123.655,112.414,1.528262494,1.441608508,0,0,0,0,1
Michael Porter,22,DEN,61,54,31.3,7.3,13.4,0.542,2.8,6.3,0.445,4.5,7.1,0.628,0.646,1.7,2.2,0.791,1.5,5.8,7.3,1.1,0.7,0.9,1.3,2.1,19,2020-21,20.6,0.663,0.468,0.164,5.4,20.9,13.2,5.6,1,2.8,8.1,21.7,4.8,2.1,6.9,0.173,4,-0.9,3.1,2.5,1912,443,817,0.542,170,382,0.445,273,435,0.628,0.646,106,134,0.791,91,354,445,70,40,54,77,126,1162,5.258735,3.5508,123.655,112.414,3.158681303,4.252747564,0,0,0,1,0
Otto Porter,27,ORL,28,6,21.6,3.5,8.1,0.432,1.4,3.7,0.375,2.1,4.4,0.48,0.518,1.3,1.5,0.857,1,4.4,5.4,2,0.6,0.1,0.9,1.5,9.7,2020-21,14.5,0.552,0.458,0.185,5.2,22.4,13.8,12.9,1.3,0.6,9.2,19.3,0.6,0.7,1.3,0.101,0,0,0,0.3,606,98,227,0.432,39,104,0.375,59,123,0.48,0.518,36,42,0.857,28,124,152,55,16,4,25,41,271,2.389641,28.489239,123.655,112.414,25.34314142,1.932506571,0,0,0,1,0
Bobby Portis,25,MIL,66,7,20.8,4.7,9.1,0.523,1.1,2.4,0.471,3.6,6.7,0.542,0.585,0.8,1.1,0.74,1.9,5.2,7.1,1.1,0.8,0.4,0.8,1.7,11.4,2020-21,19.9,0.598,0.263,0.122,9.9,25.3,17.9,7.4,1.8,1.7,8.2,20.9,2.8,2,4.8,0.167,1.8,-0.4,1.5,1.2,1372,313,598,0.523,74,157,0.471,239,441,0.542,0.585,54,73,0.74,124,342,466,71,52,26,56,115,754,4.3476,3.623,123.655,112.414,3.222908179,3.515911205,1,0,0,0,0
Kristaps Porzingis,25,DAL,43,43,30.9,7.6,15.9,0.476,2.3,6,0.376,5.3,9.9,0.536,0.547,2.7,3.2,0.855,1.9,7,8.9,1.6,0.5,1.3,1.2,2.7,20.1,2020-21,21.3,0.582,0.378,0.202,6.9,24.6,15.8,8.4,0.7,4.1,6.4,26.5,2.6,1.7,4.3,0.154,3,-0.8,2.2,1.4,1327,325,683,0.476,97,258,0.376,228,425,0.536,0.547,118,138,0.855,82,299,381,68,20,58,51,115,865,31.6506,29.4678,123.655,112.414,26.21363887,25.5958918,1,0,0,0,0
Dwight Powell,29,DAL,58,19,16.7,2.1,3.3,0.619,0.1,0.4,0.238,2,3,0.665,0.631,1.7,2.1,0.782,1.4,2.7,4,1.1,0.6,0.5,0.7,2.3,5.9,2020-21,16.8,0.688,0.108,0.639,9.2,17.4,13.3,8.9,1.8,2.9,13.9,13.2,2.6,1.2,3.8,0.188,-0.7,1.3,0.6,0.6,966,120,194,0.619,5,21,0.238,115,173,0.665,0.631,97,124,0.782,80,154,234,63,36,30,40,135,342,11.080125,11.080125,123.655,112.414,9.856534773,8.960515143,1,0,0,0,0
Norman Powell,27,POR,69,58,32,6.3,13.3,0.477,2.5,6,0.411,3.9,7.3,0.532,0.57,3.4,3.9,0.871,0.6,2.5,3.1,1.9,1.2,0.3,1.7,2.3,18.6,2020-21,16.2,0.618,0.453,0.295,2,8.8,5.3,9.2,1.8,0.8,10.3,22.6,3.4,1.3,4.7,0.103,1.1,-0.7,0.4,1.3,2205,438,918,0.477,171,416,0.411,267,502,0.532,0.57,236,271,0.871,42,173,215,129,82,18,119,160,1283,15.517242,10.865952,123.655,112.414,9.66601313,12.54881889,0,0,0,0,1
Taurean Prince,26,CLE,41,10,22.1,3.2,8,0.401,1.5,3.8,0.4,1.7,4.2,0.401,0.495,1.6,1.9,0.855,0.5,3,3.5,1.9,0.7,0.6,1.1,1.8,9.5,2020-21,12.1,0.54,0.474,0.232,2.3,15.3,8.8,12.8,1.5,2.3,11.5,19.6,0.2,0.8,1,0.052,-1.2,-0.6,-1.8,0,905,131,327,0.401,62,155,0.4,69,172,0.401,0.495,65,76,0.855,19,123,142,76,28,23,47,75,389,13.334375,12.25,123.655,112.414,10.89721921,10.78353079,0,1,0,0,0
Payton Pritchard,23,BOS,66,4,19.2,2.8,6.3,0.44,1.5,3.8,0.411,1.2,2.6,0.482,0.562,0.6,0.7,0.889,0.5,1.9,2.4,1.8,0.6,0.1,0.8,1.6,7.7,2020-21,12.4,0.582,0.593,0.108,2.9,11.1,6.9,13.3,1.4,0.7,10.8,16.7,1.6,0.9,2.5,0.095,-0.3,-0.4,-0.7,0.4,1268,184,418,0.44,102,248,0.411,82,170,0.482,0.562,40,45,0.889,33,125,158,120,37,9,53,104,510,2.13744,2.0358,123.655,112.414,1.810984397,1.728551211,0,0,0,0,1
Immanuel Quickley,21,NYK,64,3,19.4,3.6,9.1,0.395,1.8,4.7,0.389,1.7,4.3,0.401,0.497,2.4,2.7,0.891,0.4,1.8,2.1,2,0.5,0.2,0.9,1.8,11.4,2020-21,15.8,0.557,0.522,0.3,2.2,9.7,6,16.2,1.2,0.9,8.1,25.6,1.8,1.4,3.2,0.125,1.4,-0.5,0.9,0.9,1243,229,580,0.395,118,303,0.389,111,277,0.401,0.497,155,174,0.891,25,112,137,127,30,12,58,114,731,2.21064,2.10552,123.655,112.414,1.873005142,1.78774817,0,0,1,0,0
Jahmi'us Ramsey,19,SAC,13,0,7.2,1.2,2.9,0.395,0.4,1.5,0.263,0.8,1.5,0.526,0.461,0.4,0.4,1,0.2,0.6,0.8,0.5,0.3,0.1,0.2,0.6,3.1,2020-21,10.5,0.498,0.5,0.132,2.3,9.6,5.9,8.8,2,0.9,6.9,19.8,0,0,0,0.012,-3.1,-1.4,-4.5,-0.1,94,15,38,0.395,5,19,0.263,10,19,0.526,0.461,5,5,1,2,8,10,6,4,1,3,8,40,1.517981,1,123.655,112.414,0.889568915,1.227593708,0,0,0,0,1
Julius Randle,26,NYK,71,71,37.6,8.5,18.6,0.456,2.3,5.5,0.411,6.2,13.1,0.474,0.516,4.9,6,0.811,1.2,9,10.2,6,0.9,0.3,3.4,3.2,24.1,2020-21,19.7,0.567,0.294,0.325,3.5,25.7,14.7,27.2,1.2,0.6,13.8,29.3,3.4,4.3,7.8,0.14,2.9,0.9,3.8,3.9,2667,602,1321,0.456,160,389,0.411,442,932,0.474,0.516,348,429,0.811,84,639,723,427,64,18,241,225,1712,19.8,19.845,123.655,112.414,17.65349512,16.01229226,0,1,0,0,0
